Coding Scheme 1 = Absolute
Coding Scheme 2 = Vowel-centric (L-R)
Coding Scheme 3 = Vowel-centric (R-L)
Coding Scheme 4 = Ends-first
Coding Scheme 5 = SOLAR (Spatial Coding)
Coding Scheme 6 = Binary Open Bigram
Coding Scheme 7 = Overlap Open Bigram (OOB)
Coding Scheme 8 = SERIOL_2001 (Open Bigram)


ILW = 1
sigma = 2
c = 1.00
Stim1   	Stim2   	Match1	Match2	Match3	Match4	Match5	Match6	Match7	Match8	
menu    	menu    	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
helicoptero	helicopter	 0.91	 0.91	 0.91	 0.36	 0.85	 0.89	 0.90	 0.93	
melao   	melon   	 0.60	 0.60	 0.40	 0.60	 0.68	 0.56	 0.60	 0.70	
sociedade	society 	 0.56	 0.56	 0.44	 0.44	 0.55	 0.47	 0.49	 0.60	
cores   	cores   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
dente   	dent    	 0.80	 0.80	 0.80	 0.40	 0.71	 0.67	 0.69	 0.88	
assumir 	assume  	 0.71	 0.71	 0.43	 0.43	 0.67	 0.50	 0.49	 0.57	
pular   	pull    	 0.60	 0.60	 0.60	 0.40	 0.57	 0.33	 0.46	 0.48	
collar  	collar  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.85	 1.00	
arma    	army    	 0.75	 0.75	 0.75	 0.75	 0.67	 0.50	 0.58	 0.59	
eventualmente	eventually	 0.62	 0.46	 0.46	 0.23	 0.60	 0.61	 0.59	 0.72	
largo   	large   	 0.80	 0.80	 0.80	 0.80	 0.71	 0.67	 0.73	 0.66	
rim     	rim     	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
resumir 	resume  	 0.71	 0.71	 0.43	 0.43	 0.67	 0.60	 0.65	 0.60	
sensual 	sensual 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.97	 1.00	
amassar 	amass   	 0.71	 0.71	 0.43	 0.43	 0.67	 0.67	 0.32	 0.67	
pretender	pretend 	 0.78	 0.78	 0.44	 0.44	 0.73	 0.72	 0.57	 0.87	
suporte 	support 	 0.43	 0.57	 0.86	 0.43	 0.72	 0.67	 0.79	 0.79	
recorde 	record  	 0.86	 0.86	 0.86	 0.43	 0.78	 0.86	 0.86	 0.91	
assistir	assist  	 0.75	 0.75	 0.75	 0.38	 0.70	 0.58	 0.51	 0.66	
parente 	parents 	 0.86	 0.86	 0.57	 0.86	 0.78	 0.80	 0.80	 0.88	
legenda 	legend  	 0.86	 0.86	 0.86	 0.43	 0.78	 0.77	 0.72	 0.72	
maior   	mayor   	 0.80	 0.80	 0.80	 0.80	 0.86	 0.56	 0.47	 0.75	
livraria	library 	 0.62	 0.62	 0.62	 0.38	 0.60	 0.50	 0.35	 0.61	
comentar	comment 	 0.38	 0.50	 0.50	 0.38	 0.65	 0.56	 0.67	 0.65	
completo	complete	 0.88	 0.88	 0.88	 0.88	 0.80	 0.83	 0.87	 0.95	
diversao	diversion	 0.88	 0.88	 0.50	 0.50	 0.80	 0.78	 0.75	 0.85	
imaginar	imagine 	 0.75	 0.75	 0.38	 0.50	 0.70	 0.71	 0.73	 0.72	
consulta	consult 	 0.88	 0.88	 0.88	 0.50	 0.80	 0.83	 0.85	 0.78	
amplificar	amplify 	 0.60	 0.50	 0.50	 0.40	 0.58	 0.55	 0.48	 0.56	
simplificar	simplify	 0.64	 0.55	 0.55	 0.36	 0.62	 0.60	 0.54	 0.58	
celebrar	celebrate	 0.88	 0.88	 0.88	 0.50	 0.80	 0.87	 0.68	 0.90	
divertir	divert  	 0.75	 0.75	 0.38	 0.38	 0.70	 0.71	 0.73	 0.83	
possivel	possible	 0.62	 0.88	 0.88	 0.62	 0.75	 0.57	 0.47	 0.79	
dependente	dependable	 0.70	 0.70	 0.70	 0.60	 0.67	 0.59	 0.55	 0.79	
curso   	curse   	 0.80	 0.80	 0.80	 0.80	 0.71	 0.67	 0.73	 0.66	
motivado	motivated	 0.75	 0.75	 0.62	 0.50	 0.73	 0.72	 0.72	 0.90	
diario  	dairy   	 0.33	 0.33	 0.33	 0.17	 0.56	 0.50	 0.44	 0.52	
associado	associated	 0.78	 0.78	 0.78	 0.44	 0.75	 0.76	 0.66	 0.90	
costume 	costume 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
convicto	convict 	 0.88	 0.88	 0.88	 0.50	 0.80	 0.88	 0.89	 0.92	
contestar	contest 	 0.78	 0.78	 0.78	 0.44	 0.73	 0.71	 0.71	 0.66	
confidente	confident	 0.90	 0.90	 0.90	 0.40	 0.83	 0.88	 0.87	 0.93	
sensibilidade	sensibility	 0.69	 0.62	 0.62	 0.46	 0.67	 0.65	 0.52	 0.67	
sistema 	system  	 0.71	 0.71	 0.71	 0.29	 0.67	 0.50	 0.53	 0.37	
colegio 	college 	 0.43	 0.57	 0.71	 0.43	 0.61	 0.47	 0.63	 0.78	
campo   	camp    	 0.80	 0.80	 0.80	 0.40	 0.71	 0.67	 0.73	 0.66	
pacifico	pacific 	 0.88	 0.88	 0.88	 0.50	 0.80	 0.81	 0.66	 0.74	
bonde   	bond    	 0.80	 0.80	 0.80	 0.40	 0.71	 0.67	 0.73	 0.66	
avaliavel	available	 0.44	 0.89	 0.89	 0.44	 0.72	 0.62	 0.42	 0.88	
responsavel	responsible	 0.64	 0.73	 0.73	 0.55	 0.73	 0.56	 0.61	 0.71	
atender 	attend  	 0.29	 0.43	 0.43	 0.29	 0.64	 0.53	 0.59	 0.64	
basico  	basic   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
veiculo 	vehicle 	 0.43	 0.29	 0.57	 0.43	 0.61	 0.47	 0.44	 0.56	
rede    	red     	 0.75	 0.75	 0.75	 0.50	 0.67	 0.60	 0.44	 0.87	
letra   	letter  	 0.60	 0.60	 0.80	 0.60	 0.61	 0.56	 0.72	 0.65	
antena  	anthem  	 0.50	 0.67	 0.33	 0.50	 0.59	 0.42	 0.36	 0.61	
escolar 	scholar 	 0.57	 0.00	 0.29	 0.57	 0.72	 0.67	 0.70	 0.50	
retirar 	retired 	 0.71	 0.71	 0.71	 0.71	 0.67	 0.64	 0.65	 0.76	
novela  	novel   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
medicina	medicine	 0.88	 0.88	 0.88	 0.88	 0.80	 0.81	 0.76	 0.76	
lanche  	lunch   	 0.67	 0.67	 0.67	 0.33	 0.62	 0.42	 0.42	 0.33	
neto    	net     	 0.75	 0.75	 0.75	 0.50	 0.67	 0.50	 0.63	 0.59	
droga   	drug    	 0.60	 0.60	 0.60	 0.40	 0.57	 0.33	 0.27	 0.42	
junco   	junk    	 0.60	 0.60	 0.60	 0.40	 0.57	 0.33	 0.46	 0.48	
policia 	policy  	 0.71	 0.71	 0.71	 0.43	 0.67	 0.69	 0.56	 0.68	
noticia 	notice  	 0.71	 0.71	 0.71	 0.43	 0.67	 0.69	 0.56	 0.68	
pasta   	pasta   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.94	 1.00	
mau     	maul    	 1.00	 1.00	 1.00	 0.67	 0.80	 1.00	 1.00	 1.00	
dogma   	dogma   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
prejuizo	prejudice	 0.62	 0.75	 0.62	 0.62	 0.67	 0.61	 0.63	 0.64	
oficio  	office  	 0.33	 0.50	 0.67	 0.33	 0.59	 0.50	 0.41	 0.59	
flange  	flange  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
flanco  	flank   	 0.67	 0.67	 0.67	 0.50	 0.62	 0.50	 0.58	 0.55	
tracar  	trace   	 0.67	 0.67	 0.50	 0.50	 0.62	 0.60	 0.36	 0.83	
inabitavel	inhabitable	 0.30	 0.50	 0.50	 0.30	 0.74	 0.65	 0.62	 0.83	
jornal  	journal 	 0.33	 0.83	 0.83	 0.83	 0.93	 0.83	 0.85	 0.94	
esquisito	exquisite	 0.78	 0.78	 0.78	 0.78	 0.64	 0.67	 0.57	 0.57	
puxar   	push    	 0.40	 0.40	 0.40	 0.40	 0.43	 0.11	 0.20	 0.28	
fila    	fill    	 0.75	 0.75	 0.75	 0.75	 0.67	 0.50	 0.63	 0.67	
condimento	condiment	 0.90	 0.90	 0.90	 0.40	 0.83	 0.88	 0.90	 0.92	
aumentar	augment 	 0.25	 0.38	 0.38	 0.25	 0.65	 0.56	 0.60	 0.63	
brinco  	brink   	 0.67	 0.67	 0.67	 0.50	 0.62	 0.50	 0.58	 0.55	
copa    	cup     	 0.50	 0.50	 0.50	 0.25	 0.50	 0.17	 0.10	 0.12	
projeto 	project 	 0.71	 0.71	 0.71	 0.71	 0.75	 0.73	 0.74	 0.91	
embaracada	embarrassed	 0.50	 0.40	 0.40	 0.50	 0.58	 0.65	 0.48	 0.75	
preferencia	preference	 0.82	 0.82	 0.82	 0.36	 0.77	 0.71	 0.58	 0.68	
data    	date    	 0.75	 0.75	 0.75	 0.75	 0.67	 0.60	 0.44	 0.87	
gafe    	gaffe   	 0.75	 1.00	 1.00	 1.00	 0.95	 0.83	 0.92	 0.96	
gracioso	gracious	 0.75	 0.88	 0.88	 0.75	 0.77	 0.82	 0.73	 0.94	
painel  	panel   	 0.33	 0.83	 0.83	 0.67	 0.81	 0.58	 0.64	 0.72	
prioridade	priority	 0.60	 0.60	 0.60	 0.40	 0.58	 0.52	 0.45	 0.50	
integral	integral	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
vital   	vital   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
fatal   	fatal   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.83	 1.00	
cartao  	card    	 0.50	 0.50	 0.50	 0.33	 0.50	 0.25	 0.38	 0.46	
vista   	vista   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
cenario 	scenario	 0.00	 0.86	 1.00	 0.43	 0.89	 1.00	 1.00	 0.63	
