Stim1   	Stim2   	Match1	Match2	Match3	Match4	Match5	Match6	Match7	Match8	
ideal   	ideal   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
motor   	motor   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.83	 1.00	
minuto  	minuto  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
inteligencia	inteligencia	 1.00	 0.92	 0.92	 0.75	 1.00	 1.00	 0.98	 1.01	
indentificación	indentificacion	 0.93	 0.60	 0.60	 0.60	 0.94	 0.88	 0.72	 0.89	
restaurante	restaurante	 1.00	 1.00	 1.00	 0.82	 1.00	 1.00	 0.96	 1.01	
piano   	piano   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
magico  	magico  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
error   	error   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.63	 1.00	
fruta   	fruta   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
lección 	leccion 	 0.86	 0.71	 0.71	 0.86	 0.89	 0.73	 0.55	 0.82	
mate    	mate    	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
inspección	inspeccion	 0.90	 0.60	 0.60	 0.80	 0.92	 0.84	 0.71	 0.86	
limón   	limon   	 0.80	 0.60	 0.60	 0.80	 0.86	 0.56	 0.54	 0.79	
horror  	horror  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.55	 1.00	
invasión	invasion	 0.88	 0.75	 0.75	 0.88	 0.90	 0.76	 0.74	 0.84	
turista 	turista 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
mapa    	mapa    	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.77	 1.00	
inspector	inspector	 1.00	 0.89	 0.89	 1.00	 1.00	 1.00	 1.00	 1.00	
manía   	mania   	 0.80	 0.60	 0.40	 0.80	 0.86	 0.56	 0.54	 0.72	
manual  	manual  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.96	 1.00	
menú    	menu    	 0.75	 0.75	 0.50	 0.75	 0.67	 0.50	 0.63	 0.59	
expulsión	expulsion	 0.89	 0.67	 0.67	 0.89	 0.91	 0.81	 0.78	 0.86	
maestro 	maestro 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
patio   	patio   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
helicóptero	helicoptero	 0.91	 0.36	 0.36	 0.73	 0.92	 0.78	 0.80	 0.88	
melón   	melon   	 0.80	 0.60	 0.60	 0.80	 0.86	 0.56	 0.54	 0.79	
accidente	accidente	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.89	 1.00	
adulto  	adulto  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
sociedad	sociedad	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.91	 1.00	
control 	control 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
colores 	colores 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.89	 1.00	
diente  	diente  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.96	 1.00	
asumir  	asumir  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
pull    	pull    	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.75	 1.00	
collar  	collar  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.85	 1.00	
arma    	arma    	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.92	 1.00	
eventualmente	eventualmente	 1.00	 0.85	 0.85	 0.69	 1.00	 1.00	 0.92	 1.01	
largo   	largo   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
rima    	rima    	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
resumir 	resumir 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
sensual 	sensual 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.97	 1.00	
amasar  	amasar  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.72	 1.00	
pretender	pretender	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.81	 1.00	
soporte 	soporte 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.89	 1.00	
récord  	record  	 0.83	 0.17	 0.17	 0.83	 0.88	 0.67	 0.64	 0.58	
asistir 	asistir 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.87	 1.00	
resumen 	resumen 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
pariente	pariente	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.97	 1.00	
leyenda 	leyenda 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.89	 1.00	
mayor   	mayor   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
librería	libreria	 0.88	 0.75	 0.50	 0.88	 0.90	 0.81	 0.65	 0.84	
comentar	comentar	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
complete	complete	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.91	 1.00	
diversión	diversion	 0.89	 0.78	 0.78	 0.89	 0.91	 0.81	 0.78	 0.87	
imagina 	imagina 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
consulta	consulta	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
amplificar	amplificar	 1.00	 0.90	 0.90	 0.90	 1.00	 1.00	 0.93	 1.00	
simplificar	simplificar	 1.00	 0.91	 0.91	 0.82	 1.00	 1.00	 0.94	 1.00	
celebrar	celebrar	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.82	 1.00	
problema	problema	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
divertir	divertir	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.97	 1.00	
posible 	posible 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
dependiente	dependiente	 1.00	 1.00	 1.00	 0.82	 1.00	 1.00	 0.90	 1.00	
curso   	curso   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
motivado	motivado	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
diario  	diario  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.96	 1.00	
asociado	asociado	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
costumbre	costumbre	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
académico	academico	 0.89	 0.44	 0.44	 0.89	 0.91	 0.70	 0.66	 0.85	
convicto	convicto	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
contestar	contestar	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.98	 1.00	
confidente	confidente	 1.00	 1.00	 1.00	 0.90	 1.00	 1.00	 0.98	 1.00	
sensibilidad	sensibilidad	 1.00	 0.92	 0.92	 0.75	 1.00	 1.00	 0.80	 1.00	
sistema 	sistema 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.89	 1.00	
colegio 	colegio 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
universidad	universidad	 1.00	 0.91	 0.91	 0.82	 1.00	 1.00	 0.94	 1.01	
campo   	campo   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
pacífico	pacifico	 0.88	 0.50	 0.62	 0.88	 0.90	 0.67	 0.73	 0.84	
bondad  	bondad  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.87	 1.00	
avalado 	avalado 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.77	 1.00	
responsable	responsable	 1.00	 0.91	 0.91	 0.82	 1.00	 1.00	 1.00	 1.01	
atender 	atender 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.97	 1.00	
básico  	basico  	 0.83	 0.17	 0.17	 0.83	 0.88	 0.67	 0.64	 0.59	
vehículo	vehiculo	 0.88	 0.38	 0.50	 0.88	 0.90	 0.67	 0.70	 0.85	
red     	red     	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
letra   	letra   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
antena  	antena  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.82	 1.00	
escolar 	escolar 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
retirado	retirado	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
novela  	novela  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
medicina	medicina	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.91	 1.00	
lancha  	lancha  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
neto    	neto    	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
droga   	droga   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
junco   	junco   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
policía 	policia 	 0.86	 0.71	 0.43	 0.86	 0.89	 0.73	 0.73	 0.84	
noticia 	noticia 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.89	 1.00	
pasta   	pasta   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.94	 1.00	
maula   	maula   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.94	 1.00	
dogma   	dogma   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
prejuicio	prejuicio	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.92	 1.00	
oficio  	oficio  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.82	 1.00	
flanco  	flanco  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
flanco  	flanco  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
trazar  	trazar  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.73	 1.00	
inhabitado	inhabitado	 1.00	 1.00	 1.00	 0.90	 1.00	 1.00	 1.00	 1.00	
jornal  	jornal  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
exquisito	exquisito	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.92	 1.00	
puso    	puso    	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
lectura 	lectura 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
fila    	fila    	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
