Coding Scheme 1 = Absolute
Coding Scheme 2 = Vowel-centric (L-R)
Coding Scheme 3 = Vowel-centric (R-L)
Coding Scheme 4 = Ends-first
Coding Scheme 5 = SOLAR (Spatial Coding)
Coding Scheme 6 = Binary Open Bigram
Coding Scheme 7 = Overlap Open Bigram (OOB)
Coding Scheme 8 = SERIOL_2001 (Open Bigram)


ILW = 1
sigma = 2
c = 1.00
Stim1   	Stim2   	Match1	Match2	Match3	Match4	Match5	Match6	Match7	Match8	
menu    	menu    	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
helicopter	helicoptero	 1.00	 1.00	 1.00	 0.40	 0.92	 1.00	 1.00	 1.01	
melon   	melao   	 0.60	 0.60	 0.40	 0.60	 0.68	 0.56	 0.60	 0.70	
society 	sociedade	 0.71	 0.71	 0.57	 0.57	 0.67	 0.60	 0.65	 0.60	
cores   	cores   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
dent    	dente   	 1.00	 1.00	 1.00	 0.50	 0.83	 1.00	 1.02	 1.00	
assume  	assumir 	 0.83	 0.83	 0.50	 0.50	 0.75	 0.67	 0.61	 0.67	
pull    	pular   	 0.75	 0.75	 0.75	 0.50	 0.67	 0.75	 0.70	 0.80	
collar  	collar  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.85	 1.00	
army    	arma    	 0.75	 0.75	 0.75	 0.75	 0.67	 0.50	 0.65	 0.59	
eventually	eventualmente	 0.80	 0.60	 0.60	 0.30	 0.75	 0.85	 0.75	 0.81	
large   	largo   	 0.80	 0.80	 0.80	 0.80	 0.71	 0.67	 0.73	 0.66	
rim     	rim     	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
resume  	resumir 	 0.83	 0.83	 0.50	 0.50	 0.75	 0.75	 0.79	 0.90	
sensual 	sensual 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.97	 1.00	
amass   	amassar 	 1.00	 1.00	 0.60	 0.60	 0.86	 1.00	 0.66	 1.00	
pretend 	pretender	 1.00	 1.00	 0.57	 0.57	 0.89	 1.00	 0.92	 1.00	
support 	suporte 	 0.43	 0.57	 0.86	 0.43	 0.72	 0.91	 0.87	 0.90	
record  	recorde 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
assist  	assistir	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 0.72	 1.00	
parents 	parente 	 0.86	 0.86	 0.57	 0.86	 0.78	 0.80	 0.84	 0.79	
legend  	legenda 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 0.87	 1.00	
mayor   	maior   	 0.80	 0.80	 0.80	 0.80	 0.86	 0.56	 0.47	 0.75	
library 	livraria	 0.71	 0.71	 0.71	 0.43	 0.67	 0.54	 0.38	 0.52	
comment 	comentar	 0.43	 0.57	 0.57	 0.43	 0.72	 0.91	 0.87	 0.90	
complete	complete	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.91	 1.00	
diversion	diversao	 0.78	 0.78	 0.44	 0.44	 0.73	 0.67	 0.65	 0.73	
imagine 	imagine 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
consult 	consulta	 1.00	 1.00	 1.00	 0.57	 0.89	 1.00	 1.00	 1.00	
amplify 	amplificar	 0.86	 0.71	 0.71	 0.57	 0.78	 0.80	 0.84	 0.79	
simplify	simplificar	 0.88	 0.75	 0.75	 0.50	 0.80	 0.83	 0.86	 0.76	
celebrate	celebrar	 0.78	 0.78	 0.78	 0.44	 0.73	 0.68	 0.67	 0.79	
divert  	divertir	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.03	 1.00	
possible	possivel	 0.62	 0.88	 0.88	 0.62	 0.75	 0.57	 0.47	 0.79	
dependable	dependente	 0.70	 0.70	 0.70	 0.60	 0.67	 0.45	 0.48	 0.59	
curse   	curso   	 0.80	 0.80	 0.80	 0.80	 0.71	 0.67	 0.73	 0.66	
motivated	motivado	 0.67	 0.67	 0.56	 0.44	 0.66	 0.62	 0.63	 0.77	
dairy   	diario  	 0.40	 0.40	 0.40	 0.20	 0.64	 0.67	 0.64	 0.55	
associated	associado	 0.70	 0.70	 0.70	 0.40	 0.69	 0.62	 0.58	 0.72	
costume 	costume 	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
convict 	convicto	 1.00	 1.00	 1.00	 0.57	 0.89	 1.00	 1.00	 1.00	
contest 	contestar	 1.00	 1.00	 1.00	 0.57	 0.89	 1.00	 0.97	 1.00	
confident	confidente	 1.00	 1.00	 1.00	 0.44	 0.91	 1.00	 1.01	 1.00	
sensibility	sensibilidade	 0.82	 0.73	 0.73	 0.55	 0.77	 0.77	 0.63	 0.70	
system  	sistema 	 0.83	 0.83	 0.83	 0.33	 0.75	 0.64	 0.64	 0.57	
college 	colegio 	 0.43	 0.57	 0.71	 0.43	 0.61	 0.70	 0.58	 0.84	
camp    	campo   	 1.00	 1.00	 1.00	 0.50	 0.83	 1.00	 1.00	 1.00	
pacific 	pacifico	 1.00	 1.00	 1.00	 0.57	 0.89	 1.00	 0.78	 1.00	
bond    	bonde   	 1.00	 1.00	 1.00	 0.50	 0.83	 1.00	 1.00	 1.00	
available	avaliavel	 0.44	 0.89	 0.89	 0.44	 0.72	 0.56	 0.44	 0.80	
responsible	responsavel	 0.64	 0.73	 0.73	 0.55	 0.73	 0.56	 0.61	 0.75	
attend  	atender 	 0.33	 0.50	 0.50	 0.33	 0.72	 0.89	 0.85	 0.89	
basic   	basico  	 1.00	 1.00	 1.00	 0.60	 0.86	 1.00	 1.00	 1.00	
vehicle 	veiculo 	 0.43	 0.29	 0.57	 0.43	 0.61	 0.47	 0.44	 0.68	
red     	rede    	 1.00	 1.00	 1.00	 0.67	 0.80	 1.00	 1.05	 1.00	
letter  	letra   	 0.50	 0.50	 0.67	 0.50	 0.53	 0.62	 0.50	 0.79	
anthem  	antena  	 0.50	 0.67	 0.33	 0.50	 0.59	 0.42	 0.50	 0.54	
scholar 	escolar 	 0.57	 0.00	 0.29	 0.57	 0.72	 0.67	 0.70	 0.50	
retired 	retirar 	 0.71	 0.71	 0.71	 0.71	 0.67	 0.64	 0.74	 0.74	
novel   	novela  	 1.00	 1.00	 1.00	 0.60	 0.86	 1.00	 1.00	 1.00	
medicine	medicina	 0.88	 0.88	 0.88	 0.88	 0.80	 0.81	 0.76	 0.91	
lunch   	lanche  	 0.80	 0.80	 0.80	 0.40	 0.71	 0.56	 0.54	 0.54	
net     	neto    	 1.00	 1.00	 1.00	 0.67	 0.80	 1.00	 1.00	 1.00	
drug    	droga   	 0.75	 0.75	 0.75	 0.50	 0.67	 0.50	 0.37	 0.71	
junk    	junco   	 0.75	 0.75	 0.75	 0.50	 0.67	 0.50	 0.63	 0.59	
policy  	policia 	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.81	 0.76	
notice  	noticia 	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.81	 0.76	
pasta   	pasta   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.94	 1.00	
maul    	mau     	 0.75	 0.75	 0.75	 0.50	 0.67	 0.50	 0.63	 0.59	
dogma   	dogma   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
prejudice	prejuizo	 0.56	 0.67	 0.56	 0.56	 0.61	 0.52	 0.55	 0.63	
office  	oficio  	 0.33	 0.50	 0.67	 0.33	 0.59	 0.56	 0.62	 0.60	
flange  	flange  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
flank   	flanco  	 0.80	 0.80	 0.80	 0.60	 0.71	 0.67	 0.73	 0.66	
trace   	tracar  	 0.80	 0.80	 0.60	 0.60	 0.71	 0.67	 0.78	 0.72	
inhabitable	inabitavel	 0.27	 0.45	 0.45	 0.27	 0.68	 0.60	 0.58	 0.77	
journal 	jornal  	 0.29	 0.71	 0.71	 0.71	 0.83	 0.67	 0.70	 0.76	
exquisite	esquisito	 0.78	 0.78	 0.78	 0.78	 0.73	 0.63	 0.57	 0.52	
push    	puxar   	 0.50	 0.50	 0.50	 0.50	 0.50	 0.17	 0.27	 0.34	
fill    	fila    	 0.75	 0.75	 0.75	 0.75	 0.67	 0.75	 0.70	 0.80	
condiment	condimento	 1.00	 1.00	 1.00	 0.44	 0.91	 1.00	 1.01	 1.00	
augment 	aumentar	 0.29	 0.43	 0.43	 0.29	 0.72	 0.67	 0.70	 0.76	
brink   	brinco  	 0.80	 0.80	 0.80	 0.60	 0.71	 0.67	 0.73	 0.66	
cup     	copa    	 0.67	 0.67	 0.67	 0.33	 0.60	 0.33	 0.15	 0.41	
project 	projeto 	 0.71	 0.71	 0.71	 0.71	 0.75	 0.73	 0.74	 0.82	
embarrassed	embaracada	 0.45	 0.36	 0.36	 0.45	 0.54	 0.58	 0.45	 0.67	
preference	preferencia	 0.90	 0.90	 0.90	 0.40	 0.83	 0.88	 0.63	 0.91	
date    	data    	 0.75	 0.75	 0.75	 0.75	 0.67	 0.50	 0.66	 0.59	
gaffe   	gafe    	 0.60	 0.80	 0.80	 0.80	 0.82	 0.83	 0.79	 0.85	
gracious	gracioso	 0.75	 0.88	 0.88	 0.75	 0.77	 0.78	 0.78	 0.84	
panel   	painel  	 0.40	 1.00	 1.00	 0.80	 0.92	 0.78	 0.81	 0.93	
priority	prioridade	 0.75	 0.75	 0.75	 0.50	 0.70	 0.65	 0.60	 0.60	
integral	integral	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
vital   	vital   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
fatal   	fatal   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 0.83	 1.00	
card    	cartao  	 0.75	 0.75	 0.75	 0.50	 0.67	 0.50	 0.65	 0.59	
vista   	vista   	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
scenario	cenario 	 0.00	 0.75	 0.88	 0.38	 0.80	 0.83	 0.85	 0.52	
