subject	item	sentcond	questcond	dependnum	starttime	endtime	subresp	correctresp	accuracy
11	21	 1	 11	1	2366993	2370377	6		0
11	36	 4	 11	1	2420401	2423723	7		0
11	64	 4	 12	1	2433040	2437198	7		0
11	43	 3	 12	1	2467348	2472282	7		0
11	48	 4	 11	1	2496277	2499195	7		0
11	45	 1	 12	1	2513711	2519427	7		0
11	51	 3	 11	1	2563013	2564391	6		0
11	91	 3	 11	1	2605089	2607404	6		0
11	24	 4	 12	1	2659477	2661787	7		0
11	23	 3	 12	1	2815554	2818747	7		0
11	98	 2	 12	1	2831413	2836893	7		0
11	52	 4	 11	1	2864627	2866806	6		0
11	18	 2	 11	1	2882033	2885656	6		0
11	57	 1	 12	1	2893764	2896028	7		0
11	12	 4	 12	1	2916613	2919483	7		0
11	95	 3	 12	1	2938246	2944501	7		0
11	71	 3	 12	1	2959366	2961273	7		0
11	59	 3	 11	1	2970806	2976557	6		0
11	50	 2	 12	1	2994101	2996865	7		0
11	53	 1	 12	1	3055235	3059061	7		0
11	38	 2	 12	1	3078148	3084758	7		0
11	49	 1	 12	1	3106951	3109098	7		0
11	42	 2	 12	1	3121444	3123452	7		0
11	62	 2	 11	1	3138854	3142233	6		0
11	32	 4	 12	1	3183671	3186781	7		0
11	97	 1	 12	1	3202149	3204678	7		0
12	3	 1	 1	1	411859	414669	6		0
12	4	 1	 1	1	426321	429421	6		0
12	5	 1	 1	1	458098	460317	7		0
12	1	 1	 1	1	479288	482441	7		0
12	2	 1	 1	1	491656	493482	7		0
12	62	 4	 11	1	624954	628333	6		0
12	12	 2	 12	1	635991	639355	7		0
12	23	 1	 12	1	661334	663179	7		0
12	97	 3	 12	1	683893	685706	7		0
12	78	 4	 12	1	693440	695899	7		0
12	98	 4	 12	1	703197	705777	7		0
12	69	 3	 12	1	729018	730845	7		0
12	19	 1	 12	1	751638	754206	7		0
12	18	 4	 11	1	767072	769571	6		0
12	54	 4	 12	1	777431	778937	7		0
12	64	 2	 12	1	791111	799513	7		0
12	56	 2	 11	1	808434	811515	6		0
12	36	 2	 11	1	833341	836556	7		0
12	9	 3	 12	1	856693	858587	6		0
12	65	 3	 12	1	891128	895801	7		0
12	52	 2	 11	1	903766	906905	6		0
12	47	 1	 11	1	921485	924561	6		0
12	6	 4	 11	1	932535	935147	6		0
12	59	 1	 11	1	942583	947002	6		0
12	22	 4	 11	1	961032	962985	6		0
12	88	 2	 11	1	969270	971467	6		0
12	58	 4	 11	1	985560	987817	6		0
12	15	 1	 11	1	994244	996411	6		0
12	38	 4	 12	1	1017904	1020566	7		0
12	40	 2	 12	1	1027194	1031902	7		0
12	24	 2	 12	1	1040187	1042398	7		0
12	53	 3	 12	1	1050839	1053514	7		0
12	42	 4	 12	1	1084278	1086426	7		0
12	94	 4	 12	1	1187699	1190044	7		0
12	50	 4	 12	1	1198786	1200726	7		0
12	95	 1	 12	1	1244211	1246654	7		0
12	91	 1	 11	1	1253522	1257205	6		0
12	43	 1	 12	1	1277972	1286358	7		0
12	35	 1	 12	1	1306518	1309467	7		0
12	25	 3	 12	1	1385731	1388847	7		0
12	27	 1	 11	1	1410194	1412630	6		0
12	51	 1	 11	1	1436242	1438558	6		0
12	55	 1	 11	1	1446101	1449046	6		0
12	45	 3	 12	1	1456886	1464284	7		0
12	76	 2	 12	1	1482134	1484074	7		0
12	71	 1	 12	1	1494481	1496412	7		0
12	21	 3	 11	1	1503219	1504668	6		0
12	57	 3	 12	1	1521555	1523974	7		0
12	72	 2	 11	1	1531318	1535179	6		0
12	11	 1	 11	1	1548916	1550717	6		0
12	49	 3	 12	1	1558476	1560911	7		0
12	48	 2	 11	1	1568885	1571663	6		0
12	92	 2	 12	1	1586087	1587911	7		0
12	32	 2	 12	1	1595397	1596700	7		0
12	29	 3	 11	1	1607141	1615262	6		0
13	5	 1	 1	1	674699	679296	7		0
13	4	 1	 1	1	698727	702088	6		0
13	1	 1	 1	1	709653	712456	7		0
13	2	 1	 1	1	723211	725004	6		0
13	3	 1	 1	1	738446	746592	7		0
13	22	 2	 11	1	1014398	1018049	6		0
13	19	 3	 12	1	1096958	1100673	6		0
13	52	 4	 11	1	1125664	1128434	6		0
13	97	 1	 12	1	1138868	1141798	7		0
13	59	 3	 11	1	1158605	1166738	6		0
13	51	 3	 11	1	1187054	1190801	6		0
13	58	 2	 11	1	1211587	1214455	6		0
13	6	 2	 11	1	1228042	1231538	6		0
13	88	 4	 11	1	1240360	1242732	6		0
13	38	 2	 12	1	1259056	1262114	7		0
13	91	 3	 11	1	1293131	1296145	6		0
13	62	 2	 11	1	1315279	1318358	6		0
13	35	 3	 12	1	1332634	1335650	7		0
13	57	 1	 12	1	1355611	1358990	7		0
13	42	 2	 12	1	1378511	1380914	7		0
13	65	 1	 12	1	1397036	1400574	7		0
13	25	 1	 12	1	1416697	1422096	7		0
13	69	 1	 12	1	1459031	1461469	7		0
13	43	 3	 12	1	1483101	1485906	7		0
13	49	 1	 12	1	1543324	1545597	7		0
13	54	 2	 12	1	1612637	1616454	6		0
13	36	 4	 11	1	1643162	1650659	7		0
13	55	 3	 11	1	1668123	1670511	6		0
13	21	 1	 11	1	1678473	1680927	6		0
13	98	 2	 12	1	1697379	1699415	7		0
13	40	 4	 12	1	1723757	1729684	6		0
13	92	 4	 12	1	1737807	1742947	7		0
13	15	 3	 11	1	1777390	1778834	6		0
13	76	 4	 12	1	1804492	1806994	7		0
13	29	 1	 11	1	1841823	1844518	6		0
13	11	 3	 11	1	1856539	1860642	6		0
13	71	 3	 12	1	2060123	2061729	7		0
13	47	 3	 11	1	2082684	2084237	6		0
13	53	 1	 12	1	2109402	2111644	7		0
13	94	 2	 12	1	2121853	2124128	7		0
13	24	 4	 12	1	2147819	2149760	7		0
13	48	 4	 11	1	2179437	2183876	7		0
13	64	 4	 12	1	2225906	2234213	7		0
13	23	 3	 12	1	2291692	2293716	7		0
13	18	 2	 11	1	2317711	2320544	6		0
13	72	 4	 11	1	2347227	2349372	6		0
13	12	 4	 12	1	2364347	2367020	7		0
13	56	 4	 11	1	2411823	2415989	6		0
13	27	 3	 11	1	2439483	2442421	6		0
13	95	 3	 12	1	2473682	2477220	7		0
13	9	 1	 12	1	2491581	2495633	6		0
13	45	 1	 12	1	2524463	2527167	7		0
13	78	 2	 12	1	2538574	2540658	7		0
13	50	 2	 12	1	2586668	2588916	7		0
13	32	 4	 12	1	2614384	2616596	7		0
14	1	 1	 1	1	648782	652919	7		0
14	2	 1	 1	1	676152	678173	7		0
14	4	 1	 1	1	685770	687469	6		0
14	5	 1	 1	1	697905	699320	7		0
14	3	 1	 1	1	722356	724281	6		0
14	25	 2	 12	1	907254	908904	7		0
14	65	 2	 12	1	927348	929341	7		0
14	48	 1	 11	1	946260	947613	6		0
14	72	 1	 11	1	955173	957917	6		0
14	6	 3	 11	1	964387	966446	6		0
14	52	 1	 11	1	972289	974481	6		0
14	56	 1	 11	1	987571	989210	6		0
14	94	 3	 12	1	994756	996970	7		0
14	42	 3	 12	1	1003348	1004521	7		0
14	38	 3	 12	1	1020538	1022429	7		0
14	53	 2	 12	1	1028052	1029338	7		0
14	43	 4	 12	1	1037073	1038567	7		0
14	64	 1	 12	1	1043286	1047354	6		0
14	50	 3	 12	1	1054209	1055510	7		0
14	91	 4	 11	1	1061312	1062616	6		0
14	54	 3	 12	1	1072610	1074074	7		0
14	59	 4	 11	1	1085088	1086846	6		0
14	71	 4	 12	1	1095152	1096889	7		0
14	29	 2	 11	1	1101920	1103338	6		0
14	62	 3	 11	1	1114533	1116146	6		0
14	40	 1	 12	1	1120835	1122169	7		0
14	51	 4	 11	1	1127955	1128830	6		0
14	49	 2	 12	1	1167468	1168537	7		0
14	88	 1	 11	1	1173319	1174746	6		0
14	32	 1	 12	1	1186579	1187671	7		0
14	58	 3	 11	1	1193396	1194694	6		0
14	24	 1	 12	1	1201381	1202553	7		0
14	23	 4	 12	1	1208453	1209479	7		0
14	12	 1	 12	1	1214747	1215774	7		0
14	35	 4	 12	1	1222885	1224152	7		0
14	21	 2	 11	1	1243517	1244402	6		0
14	36	 1	 11	1	1258177	1260004	7		0
14	9	 2	 12	1	1265906	1267113	7		0
14	11	 4	 11	1	1273730	1275401	6		0
14	47	 4	 11	1	1281574	1282652	6		0
14	57	 2	 12	1	1289329	1290626	7		0
14	98	 3	 12	1	1296032	1297539	7		0
14	18	 3	 11	1	1310114	1311705	6		0
14	19	 4	 12	1	1318353	1320121	7		0
14	27	 4	 11	1	1357505	1358915	6		0
14	76	 1	 12	1	1364788	1365894	7		0
14	69	 2	 12	1	1371695	1372874	7		0
14	95	 4	 12	1	1387909	1389671	7		0
14	22	 3	 11	1	1395007	1396553	6		0
14	78	 3	 12	1	1402996	1404072	7		0
14	55	 4	 11	1	1415508	1416601	6		0
14	97	 2	 12	1	1432933	1434137	7		0
14	92	 1	 12	1	1443318	1444411	7		0
14	15	 4	 11	1	1455328	1456491	6		0
14	45	 2	 12	1	1473683	1474857	7		0
15	4	 1	 1	1	3948617	3953984	6		0
15	2	 1	 1	1	3982651	3985501	7		0
15	1	 1	 1	1	3994711	4001314	7		0
15	3	 1	 1	1	4037531	4040545	6		0
15	5	 1	 1	1	4062185	4067024	6		0
15	52	 2	 11	1	4275593	4281312	6		0
15	54	 4	 12	1	4292823	4295370	7		0
15	22	 4	 11	1	4318396	4324546	7		0
15	36	 2	 11	1	4335612	4341923	6		0
15	76	 2	 12	1	4354617	4361887	7		0
15	65	 3	 12	1	4399627	4404684	7		0
15	88	 2	 11	1	4444125	4446415	6		0
15	19	 1	 12	1	4472921	4476081	7		0
15	21	 3	 11	1	4518809	4521618	6		0
15	51	 1	 11	1	4534301	4536351	6		0
15	69	 3	 12	1	4565052	4567186	7		0
15	78	 4	 12	1	4577097	4580563	7		0
15	91	 1	 11	1	4600398	4604050	6		0
15	47	 1	 11	1	4627501	4631780	6		0
15	38	 4	 12	1	4643801	4648035	7		0
15	6	 4	 11	1	4775359	4780463	6		0
15	50	 4	 12	1	4790223	4793571	7		0
15	49	 3	 12	1	4813406	4816738	7		0
15	59	 1	 11	1	4826175	4831061	6		0
15	24	 2	 12	1	4846764	4849699	7		0
15	56	 2	 11	1	4862314	4865148	7		0
15	15	 1	 11	1	4900446	4902467	6		0
15	95	 1	 12	1	4912187	4916099	7		0
15	53	 3	 12	1	4939344	4944515	7		0
15	40	 2	 12	1	4956522	4962153	7		0
15	18	 4	 11	1	4989885	5000897	6		0
15	57	 3	 12	1	5009294	5012853	7		0
15	23	 1	 12	1	5030884	5033225	7		0
15	45	 3	 12	1	5073901	5078387	7		0
15	12	 2	 12	1	5087293	5089281	7		0
15	27	 1	 11	1	5098378	5100980	6		0
15	35	 1	 12	1	5128431	5134833	6		0
15	29	 3	 11	1	5146684	5158146	7		0
15	71	 1	 12	1	5171485	5175314	7		0
15	43	 1	 12	1	5209489	5217802	7		0
15	9	 3	 12	1	5231476	5236997	6		0
15	58	 4	 11	1	5246045	5248318	6		0
15	62	 4	 11	1	5264508	5272814	6		0
15	72	 2	 11	1	5285165	5288338	7		0
15	55	 1	 11	1	5304827	5307098	6		0
15	97	 3	 12	1	5330512	5333542	7		0
15	11	 1	 11	1	5366319	5373570	7		0
15	64	 2	 12	1	5382081	5386805	7		0
15	32	 2	 12	1	5414987	5417268	7		0
15	25	 3	 12	1	5438639	5444039	7		0
15	92	 2	 12	1	5459036	5460887	7		0
15	48	 2	 11	1	5481135	5493235	7		0
15	98	 4	 12	1	5507921	5513939	7		0
15	94	 4	 12	1	5696703	5702769	7		0
15	42	 4	 12	1	5719870	5723351	7		0
16	1	 1	 1	1	399690	406157	7		0
16	2	 1	 1	1	417819	421821	7		0
16	5	 1	 1	1	436762	440093	7		0
16	3	 1	 1	1	452741	454905	6		0
16	4	 1	 1	1	475559	478505	6		0
16	40	 3	 12	1	710887	715241	7		0
16	11	 2	 11	1	723834	726829	6		0
16	53	 4	 12	1	734876	737889	7		0
16	91	 2	 11	1	762306	765524	6		0
16	21	 4	 11	1	788462	790569	6		0
16	35	 2	 12	1	825485	829248	7		0
16	49	 4	 12	1	843297	847683	6		0
16	62	 1	 11	1	898915	902056	6		0
16	42	 1	 12	1	911627	914059	6		0
16	64	 3	 12	1	923249	926971	7		0
16	43	 2	 12	1	940529	943907	7		0
16	52	 3	 11	1	959296	963540	7		0
16	22	 1	 11	1	971506	973716	6		0
16	18	 1	 11	1	992351	995152	6		0
16	78	 1	 12	1	1001917	1004456	7		0
16	94	 1	 12	1	1029191	1032374	7		0
16	88	 3	 11	1	1039410	1042180	6		0
16	92	 3	 12	1	1072040	1073971	6		0
16	97	 4	 12	1	1082104	1084763	6		0
16	59	 2	 11	1	1093954	1097175	6		0
16	65	 4	 12	1	1121969	1125988	7		0
16	12	 3	 12	1	1147496	1150908	7		0
16	32	 3	 12	1	1158873	1161340	7		0
16	71	 2	 12	1	1169928	1172316	7		0
16	51	 2	 11	1	1181440	1185464	6		0
16	58	 1	 11	1	1194850	1197700	6		0
16	57	 4	 12	1	1220817	1223703	7		0
16	23	 2	 12	1	1397505	1399484	7		0
16	95	 2	 12	1	1413264	1416392	7		0
16	27	 2	 11	1	1438703	1441128	6		0
16	69	 4	 12	1	1450241	1453272	7		0
16	6	 1	 11	1	1459046	1463450	6		0
16	38	 1	 12	1	1470704	1474200	7		0
16	25	 4	 12	1	1482383	1485521	7		0
16	47	 2	 11	1	1495104	1497993	7		0
16	48	 3	 11	1	1505634	1508233	6		0
16	50	 1	 12	1	1516126	1519706	7		0
16	9	 4	 12	1	1529695	1533598	6		0
16	72	 3	 11	1	1548912	1554289	7		0
16	45	 4	 12	1	1575060	1579176	7		0
16	76	 3	 12	1	1587252	1589718	7		0
16	98	 1	 12	1	1605664	1609081	7		0
16	55	 2	 11	1	1626754	1630501	6		0
16	56	 3	 11	1	1644243	1648569	7		0
16	19	 2	 12	1	1663326	1667482	7		0
16	24	 3	 12	1	1675679	1678146	7		0
16	15	 2	 11	1	1686498	1689190	6		0
16	36	 3	 11	1	1735263	1739155	7		0
16	54	 1	 12	1	1748837	1751146	7		0
16	29	 4	 11	1	1775886	1779218	7		0
17	1	 1	 1	1	839851	843891	7		0
17	3	 1	 1	1	865161	867776	6		0
17	2	 1	 1	1	902378	904161	7		0
17	4	 1	 1	1	923705	925553	6		0
17	5	 1	 1	1	943757	946785	7		0
17	64	 4	 12	1	1108937	1111271	7		0
17	59	 3	 11	1	1129527	1133175	6		0
17	92	 4	 12	1	1157763	1159265	7		0
17	65	 1	 12	1	1174378	1177122	7		0
17	54	 2	 12	1	1196367	1198611	7		0
17	48	 4	 11	1	1278105	1279489	6		0
17	71	 3	 12	1	1290188	1291523	7		0
17	22	 2	 11	1	1308048	1309783	6		0
17	51	 3	 11	1	1320395	1321559	6		0
17	19	 3	 12	1	1342195	1343719	7		0
17	95	 3	 12	1	1362162	1365776	7		0
17	53	 1	 12	1	1398311	1402667	7		0
17	69	 1	 12	1	1414844	1416583	7		0
17	49	 1	 12	1	1425611	1427249	7		0
17	78	 2	 12	1	1443293	1444895	7		0
17	23	 3	 12	1	1463147	1464321	7		0
17	72	 4	 11	1	1499523	1502920	6		0
17	76	 4	 12	1	1525608	1527633	7		0
17	35	 3	 12	1	1534524	1535860	7		0
17	27	 3	 11	1	1554101	1557400	6		0
17	94	 2	 12	1	1686185	1689761	7		0
17	15	 3	 11	1	1776764	1778785	6		0
17	29	 1	 11	1	1819790	1824130	6		0
17	9	 1	 12	1	1835053	1837811	6		0
17	47	 3	 11	1	1851886	1854153	6		0
17	25	 1	 12	1	1982678	1984788	7		0
17	24	 4	 12	1	1997160	1998737	7		0
17	57	 1	 12	1	2005415	2007212	7		0
17	88	 4	 11	1	2020412	2022000	6		0
17	36	 4	 11	1	2031402	2036899	7		0
17	42	 2	 12	1	2045280	2046547	7		0
17	6	 2	 11	1	2055325	2057652	6		0
17	12	 4	 12	1	2065946	2067233	7		0
17	55	 3	 11	1	2093833	2095723	6		0
17	40	 4	 12	1	2119482	2122251	7		0
17	52	 4	 11	1	2149065	2150324	6		0
17	43	 3	 12	1	2158523	2160303	7		0
17	45	 1	 12	1	2168446	2172193	7		0
17	56	 4	 11	1	2220489	2222560	6		0
17	38	 2	 12	1	2234794	2237228	7		0
17	98	 2	 12	1	2264409	2265521	7		0
17	21	 1	 11	1	2273610	2274747	6		0
17	58	 2	 11	1	2298969	2301340	6		0
17	11	 3	 11	1	2309083	2310324	6		0
17	50	 2	 12	1	2321050	2322625	7		0
17	97	 1	 12	1	2354056	2355531	7		0
17	18	 2	 11	1	2376956	2381297	6		0
17	62	 2	 11	1	2391624	2394719	6		0
17	32	 4	 12	1	2404728	2405771	7		0
17	91	 3	 11	1	2428203	2432016	6		0
18	2	 1	 1	1	524802	527803	7		0
18	4	 1	 1	1	536029	538504	6		0
18	5	 1	 1	1	546565	548231	7		0
18	3	 1	 1	1	556531	558010	6		0
18	1	 1	 1	1	571917	573567	7		0
18	9	 2	 12	1	658625	660184	7		0
18	11	 4	 11	1	667493	669211	6		0
18	59	 4	 11	1	676204	679752	6		0
18	12	 1	 12	1	690678	692443	7		0
18	45	 2	 12	1	698568	700186	7		0
18	32	 1	 12	1	717014	720683	7		0
18	36	 1	 11	1	748852	750424	7		0
18	43	 4	 12	1	757284	758855	7		0
18	35	 4	 12	1	765669	767096	7		0
18	94	 3	 12	1	773552	775463	7		0
18	98	 3	 12	1	782405	783623	7		0
18	88	 1	 11	1	819135	820648	6		0
18	95	 4	 12	1	836696	838651	7		0
18	69	 2	 12	1	855121	856314	7		0
18	22	 3	 11	1	862470	863962	6		0
18	23	 4	 12	1	870731	872055	7		0
18	25	 2	 12	1	883013	885223	7		0
18	55	 4	 11	1	900858	902158	6		0
18	72	 1	 11	1	908300	910296	6		0
18	58	 3	 11	1	916846	918839	6		0
18	27	 4	 11	1	932242	933926	6		0
18	19	 4	 12	1	970301	971897	7		0
18	71	 4	 12	1	977813	979000	7		0
18	40	 1	 12	1	993785	995355	7		0
18	64	 1	 12	1	1000917	1003260	7		0
18	56	 1	 11	1	1015337	1017272	6		0
18	53	 2	 12	1	1027571	1028952	7		0
18	48	 1	 11	1	1052983	1054315	6		0
18	50	 3	 12	1	1061698	1063144	7		0
18	38	 3	 12	1	1070787	1072090	7		0
18	76	 1	 12	1	1077561	1078923	7		0
18	92	 1	 12	1	1108227	1109337	7		0
18	91	 4	 11	1	1184607	1186082	6		0
18	47	 4	 11	1	1191797	1193227	6		0
18	65	 2	 12	1	1200272	1202371	7		0
18	6	 3	 11	1	1208482	1209962	6		0
18	15	 4	 11	1	1215279	1216546	6		0
18	21	 2	 11	1	1232513	1233704	6		0
18	54	 3	 12	1	1244095	1246680	7		0
18	49	 2	 12	1	1260094	1261251	7		0
18	29	 2	 11	1	1266752	1268202	6		0
18	57	 2	 12	1	1290831	1292456	7		0
18	97	 2	 12	1	1298034	1299083	7		0
18	18	 3	 11	1	1308145	1309594	6		0
18	52	 1	 11	1	1316289	1317675	6		0
18	78	 3	 12	1	1371905	1373227	7		0
18	24	 1	 12	1	1379140	1380920	7		0
18	42	 3	 12	1	1387375	1388633	7		0
18	62	 3	 11	1	1404770	1406649	6		0
18	51	 4	 11	1	1425822	1426708	6		0
19	4	 1	 1	1	468878	472536	6		0
19	1	 1	 1	1	487712	489556	7		0
19	3	 1	 1	1	496021	497161	6		0
19	5	 1	 1	1	509994	511634	7		0
19	2	 1	 1	1	517503	519284	7		0
19	36	 2	 11	1	642352	644357	7		0
19	52	 2	 11	1	669080	670992	6		0
19	51	 1	 11	1	677040	678380	6		0
19	42	 4	 12	1	686749	687878	7		0
19	38	 4	 12	1	693927	695564	7		0
19	65	 3	 12	1	703645	705461	7		0
19	53	 3	 12	1	712815	714454	7		0
19	19	 1	 12	1	720931	722504	6		0
19	45	 3	 12	1	733867	735109	7		0
19	11	 1	 11	1	740401	741445	6		0
19	48	 2	 11	1	761906	762949	6		0
19	49	 3	 12	1	770304	771448	7		0
19	23	 1	 12	1	784173	785320	7		0
19	56	 2	 11	1	791426	792885	6		0
19	58	 4	 11	1	800462	802165	6		0
19	59	 1	 11	1	809423	813968	6		0
19	78	 4	 12	1	825232	826740	7		0
19	47	 1	 11	1	833453	834453	6		0
19	97	 3	 12	1	841310	842175	7		0
19	12	 2	 12	1	851345	853462	7		0
19	62	 4	 11	1	867405	870000	6		0
19	92	 2	 12	1	896160	897012	7		0
19	21	 3	 11	1	910844	911909	6		0
19	69	 3	 12	1	923455	924721	7		0
19	15	 1	 11	1	929955	931284	6		0
19	95	 1	 12	1	953759	956000	7		0
19	25	 3	 12	1	1012091	1013270	7		0
19	98	 4	 12	1	1038184	1039174	7		0
19	94	 4	 12	1	1054162	1056629	7		0
19	64	 2	 12	1	1070706	1073749	7		0
19	76	 2	 12	1	1096750	1098097	7		0
19	22	 4	 11	1	1138285	1139461	6		0
19	18	 4	 11	1	1153613	1154834	6		0
19	72	 2	 11	1	1162894	1164745	7		0
19	50	 4	 12	1	1186096	1187351	7		0
19	54	 4	 12	1	1209792	1211220	7		0
19	6	 4	 11	1	1221743	1222855	6		0
19	24	 2	 12	1	1229677	1230855	7		0
19	55	 1	 11	1	1243004	1244023	6		0
19	32	 2	 12	1	1250223	1251174	7		0
19	71	 1	 12	1	1259454	1260406	7		0
19	27	 1	 11	1	1276271	1277266	6		0
19	29	 3	 11	1	1285776	1287510	6		0
19	88	 2	 11	1	1297389	1298454	6		0
19	9	 3	 12	1	1325789	1327928	7		0
19	43	 1	 12	1	1358703	1360106	7		0
19	35	 1	 12	1	1368992	1369894	7		0
19	91	 1	 11	1	1375837	1377014	6		0
19	57	 3	 12	1	1383087	1384088	7		0
19	40	 2	 12	1	1400125	1401674	7		0
20	1	 1	 1	1	3000132	3006546	7		0
20	4	 1	 1	1	3022577	3026022	6		0
20	2	 1	 1	1	3052472	3054598	7		0
20	3	 1	 1	1	3064081	3066734	6		0
20	5	 1	 1	1	3075514	3077296	7		0
20	98	 1	 12	1	3172691	3174407	7		0
20	71	 2	 12	1	3181303	3183963	7		0
20	76	 3	 12	1	3209557	3211340	7		0
20	32	 3	 12	1	3229450	3231151	7		0
20	65	 4	 12	1	3241251	3244294	7		0
20	12	 3	 12	1	3250918	3252842	7		0
20	45	 4	 12	1	3265809	3270046	7		0
20	59	 2	 11	1	3279287	3284842	6		0
20	53	 4	 12	1	3335778	3337996	7		0
20	69	 4	 12	1	3364578	3366108	7		0
20	94	 1	 12	1	3378132	3385751	6		0
20	78	 1	 12	1	3391782	3394379	7		0
20	95	 2	 12	1	3406743	3412283	7		0
20	35	 2	 12	1	3418258	3423932	7		0
20	88	 3	 11	1	3446533	3450828	6		0
20	38	 1	 12	1	3487314	3489819	7		0
20	40	 3	 12	1	3503251	3507084	7		0
20	55	 2	 11	1	3516389	3518811	6		0
20	54	 1	 12	1	3524837	3527869	7		0
20	25	 4	 12	1	3549107	3553165	7		0
20	56	 3	 11	1	3561154	3565100	6		0
20	23	 2	 12	1	3573249	3574839	7		0
20	11	 2	 11	1	3589558	3592059	6		0
20	19	 2	 12	1	3601810	3605363	6		0
20	48	 3	 11	1	3613714	3615436	6		0
20	21	 4	 11	1	3621685	3623837	6		0
20	92	 3	 12	1	3638435	3641452	7		0
20	91	 2	 11	1	3647333	3652076	6		0
20	22	 1	 11	1	3660886	3669468	6		0
20	15	 2	 11	1	3682885	3684368	6		0
20	18	 1	 11	1	3706482	3716111	7		0
20	24	 3	 12	1	3734228	3735821	7		0
20	51	 2	 11	1	3753414	3756013	6		0
20	36	 3	 11	1	3780579	3782408	7		0
20	64	 3	 12	1	3795286	3799804	7		0
20	58	 1	 11	1	3898644	3901982	6		0
20	6	 1	 11	1	3916537	3919285	6		0
20	62	 1	 11	1	3927637	3933225	6		0
20	42	 1	 12	1	3958102	3959490	7		0
20	9	 4	 12	1	3982421	3985821	6		0
20	57	 4	 12	1	4000812	4002905	7		0
20	52	 3	 11	1	4014390	4017730	7		0
20	43	 2	 12	1	4031484	4033526	7		0
20	97	 4	 12	1	4053591	4055001	7		0
20	72	 3	 11	1	4062759	4065753	6		0
20	27	 2	 11	1	4081235	4083668	6		0
20	47	 2	 11	1	4109590	4112681	6		0
20	50	 1	 12	1	4126536	4128265	7		0
20	49	 4	 12	1	4134951	4136298	7		0
20	29	 4	 11	1	4143033	4146670	6		0
21	2	 1	 1	1	1262286	1264745	7		0
21	5	 1	 1	1	1276244	1283017	7		0
21	3	 1	 1	1	1313055	1315491	6		0
21	4	 1	 1	1	1325698	1329174	6		0
21	1	 1	 1	1	1361495	1364110	7		0
21	12	 4	 12	1	1523851	1525950	7		0
21	29	 1	 11	1	1533572	1538289	6		0
21	72	 4	 11	1	1550324	1554438	7		0
21	78	 2	 12	1	1564913	1566915	7		0
21	53	 1	 12	1	1622245	1625803	7		0
21	54	 2	 12	1	1645475	1648266	7		0
21	18	 2	 11	1	1657819	1668222	7		0
21	45	 1	 12	1	1687285	1690023	7		0
21	71	 3	 12	1	1710449	1712546	7		0
21	27	 3	 11	1	1732679	1737530	6		0
21	98	 2	 12	1	1759174	1761098	7		0
21	32	 4	 12	1	1783394	1784902	7		0
21	97	 1	 12	1	1796004	1798426	7		0
21	9	 1	 12	1	1808343	1812890	7		0
21	59	 3	 11	1	1823170	1828426	6		0
21	62	 2	 11	1	1904116	1915082	6		0
21	15	 3	 11	1	1944499	1948283	6		0
21	88	 4	 11	1	1960178	1962310	6		0
21	64	 4	 12	1	1971841	1978874	7		0
21	94	 2	 12	1	1997028	1999783	7		0
21	36	 4	 11	1	2008708	2012335	7		0
21	91	 3	 11	1	2020436	2025144	6		0
21	56	 4	 11	1	2143762	2146443	6		0
21	47	 3	 11	1	2155030	2157628	6		0
21	49	 1	 12	1	2175655	2177498	7		0
21	35	 3	 12	1	2193397	2202714	7		0
21	58	 2	 11	1	2219643	2222675	6		0
21	38	 2	 12	1	2233048	2237798	7		0
21	69	 1	 12	1	2270431	2272819	7		0
21	50	 2	 12	1	2280882	2283783	7		0
21	25	 1	 12	1	2310085	2312119	7		0
21	40	 4	 12	1	2327283	2330007	7		0
21	76	 4	 12	1	2342767	2345715	7		0
21	23	 3	 12	1	2373905	2375595	7		0
21	42	 2	 12	1	2384850	2387019	7		0
21	51	 3	 11	1	2398048	2400289	6		0
21	95	 3	 12	1	2442639	2446703	7		0
21	65	 1	 12	1	2461924	2476471	7		0
21	55	 3	 11	1	2496674	2499583	6		0
21	52	 4	 11	1	2508577	2510063	6		0
21	19	 3	 12	1	2521554	2524371	7		0
21	92	 4	 12	1	2533664	2535495	7		0
21	57	 1	 12	1	2564355	2566215	7		0
21	48	 4	 11	1	2572929	2579675	6		0
21	11	 3	 11	1	2604085	2608026	6		0
21	6	 2	 11	1	2624679	2629210	6		0
21	43	 3	 12	1	2646851	2650026	7		0
21	22	 2	 11	1	2671955	2674391	6		0
21	21	 1	 11	1	2681269	2684027	6		0
21	24	 4	 12	1	2700146	2702219	7		0
22	2	 1	 1	1	5138248	5143624	7		0
22	3	 1	 1	1	5179804	5184244	6		0
22	5	 1	 1	1	5200618	5202719	7		0
22	1	 1	 1	1	5214510	5216412	7		0
22	4	 1	 1	1	5243163	5244640	6		0
22	56	 1	 11	1	5477599	5479233	6		0
22	24	 1	 12	1	5486061	5487712	7		0
22	11	 4	 11	1	5495260	5496740	6		0
22	52	 1	 11	1	5504154	5505812	6		0
22	22	 3	 11	1	5512381	5513587	6		0
22	49	 2	 12	1	5526125	5527266	7		0
22	27	 4	 11	1	5539406	5540448	6		0
22	36	 1	 11	1	5550796	5552224	7		0
22	32	 1	 12	1	5566668	5567665	7		0
22	18	 3	 11	1	5578912	5580485	6		0
22	47	 4	 11	1	5602732	5604035	6		0
